Student ID,Age,Gender,Major,Year of Study,TOEFL Score,IELTS Score,Previous English Grade,Learning Style,Learning Mode,Learning Pace,Learning Time,Material Type,Hours/Week,Participation,Quiz Score,Engagement Level,Competency Level,Final Grade
ID_226,22.0,M,Mathematics,Senior,84.0,5.6,B,Kinesthetic,In-person,Average,Morning,Text,17.0,Medium,98.0,Low,Beginner,C
ID_57,19.0,F,Literature,Sophomore,97.0,6.9,B,Reading/Writing,Hybrid,Fast,Afternoon,Text,17.0,Medium,77.0,Low,Advanced,F
ID_327,18.0,M,Chemistry,Sophomore,106.0,5.2,F,Reading/Writing,Hybrid,Average,Morning,Interactive,19.0,Low,99.0,Low,Beginner,C
ID_122,18.0,F,Engineering,Sophomore,77.0,7.9,D,Auditory,Hybrid,Slow,Afternoon,Interactive,14.0,High,91.0,Medium,Advanced,F
ID_190,22.0,F,Literature,Sophomore,65.0,6.2,A,Reading/Writing,Online,Fast,Morning,Audio,8.0,Medium,93.0,Low,Advanced,C
ID_1,24.0,M,Biology,Junior,70.0,8.5,B,Visual,Online,Slow,Evening,Interactive,7.0,Low,95.0,Medium,Beginner,F
ID_201,23.0,M,Chemistry,Senior,87.0,5.5,B,Kinesthetic,Hybrid,Slow,Evening,Video,11.0,High,84.0,High,Beginner,D
ID_479,24.0,M,Engineering,Sophomore,84.0,6.8,F,Reading/Writing,In-person,Average,Evening,Video,5.0,High,98.0,Low,Beginner,A
ID_3,22.0,M,Engineering,Freshman,65.0,7.3,F,Reading/Writing,Online,Fast,Morning,Interactive,17.0,High,93.0,High,Beginner,D
ID_211,23.0,M,Chemistry,Freshman,117.0,5.7,B,Kinesthetic,Hybrid,Fast,Evening,Audio,18.0,Low,73.0,Medium,Intermediate,D
ID_84,23.0,M,Engineering,Senior,62.0,7.4,C,Auditory,Hybrid,Average,Afternoon,Video,7.0,High,50.0,Low,Intermediate,F
ID_289,24.0,M,Chemistry,Sophomore,74.0,8.8,C,Kinesthetic,Online,Fast,Evening,Interactive,8.0,High,65.0,Medium,Beginner,A
ID_184,22.0,F,Biology,Freshman,99.0,6.2,F,Kinesthetic,Online,Slow,Evening,Interactive,19.0,Low,54.0,Medium,Intermediate,C
ID_363,19.0,F,Literature,Senior,71.0,8.9,A,Visual,Online,Slow,Afternoon,Video,14.0,High,74.0,Low,Advanced,C
ID_362,19.0,M,Mathematics,Freshman,69.0,6.2,B,Kinesthetic,Online,Average,Morning,Audio,9.0,High,63.0,Medium,Advanced,A
ID_363,19.0,F,Literature,Senior,71.0,8.9,A,Visual,Online,Slow,Afternoon,Video,14.0,High,74.0,Low,Advanced,C
ID_464,19.0,M,Biology,Freshman,85.0,7.2,D,Auditory,Online,Average,Morning,Audio,14.0,Medium,70.0,Medium,Intermediate,B
ID_333,23.0,F,Mathematics,Junior,61.0,8.8,C,Auditory,Hybrid,Slow,Afternoon,Audio,6.0,High,62.0,Medium,Intermediate,D
ID_65,19.0,M,Engineering,Freshman,77.0,7.9,C,Kinesthetic,Online,Fast,Evening,Audio,18.0,Low,55.0,Medium,Beginner,D
ID_47,24.0,F,Mathematics,Senior,79.0,5.8,B,Kinesthetic,Online,Fast,Morning,Video,6.0,Low,70.0,High,Intermediate,B
ID_118,22.0,M,Chemistry,Junior,67.0,5.5,B,Reading/Writing,In-person,Fast,Morning,Audio,15.0,High,97.0,Medium,Intermediate,B
ID_282,23.0,M,Chemistry,Junior,100.0,5.5,D,Kinesthetic,Online,Slow,Evening,Text,8.0,Medium,52.0,Low,Beginner,D
ID_227,18.0,M,Chemistry,Freshman,104.0,6.5,D,Auditory,Hybrid,Fast,Evening,Video,19.0,Low,74.0,High,Advanced,A
ID_398,21.0,F,Mathematics,Freshman,61.0,8.7,C,Kinesthetic,Hybrid,Slow,Afternoon,Video,14.0,Medium,58.0,Low,Advanced,F
ID_66,22.0,M,Mathematics,Freshman,74.0,6.1,B,Reading/Writing,In-person,Average,Evening,Audio,16.0,High,60.0,Medium,Intermediate,A
ID_267,18.0,F,Biology,Junior,90.0,5.5,C,Kinesthetic,Online,Fast,Afternoon,Video,18.0,Medium,88.0,High,Advanced,A
ID_79,21.0,F,Biology,Senior,86.0,8.2,C,Kinesthetic,Hybrid,Fast,Morning,Video,8.0,Low,67.0,Low,Intermediate,D
ID_280,18.0,F,Mathematics,Sophomore,110.0,6.0,A,Kinesthetic,Online,Slow,Evening,Text,8.0,Medium,53.0,Medium,Beginner,C
ID_150,20.0,F,Biology,Senior,87.0,7.6,C,Reading/Writing,Online,Slow,Afternoon,Text,7.0,Low,53.0,Medium,Beginner,C
ID_145,18.0,F,Engineering,Junior,91.0,7.1,C,Visual,Online,Fast,Morning,Interactive,11.0,Medium,67.0,High,Intermediate,D
ID_249,21.0,F,Mathematics,Freshman,91.0,13.573286085413876,A,Auditory,Online,Fast,Evening,Interactive,14.0,Medium,72.0,High,Intermediate,F
ID_111,19.0,F,Mathematics,Sophomore,112.0,7.4,B,Visual,Online,Fast,Afternoon,Interactive,16.0,High,74.0,High,Advanced,B
ID_463,20.0,M,Literature,Sophomore,114.0,7.3,B,Kinesthetic,In-person,Fast,Morning,Audio,6.0,Low,78.0,Medium,Intermediate,B
ID_433,18.0,M,Literature,Junior,102.0,7.2,C,Visual,In-person,Average,Evening,Interactive,6.0,High,98.0,Medium,Advanced,F
ID_124,18.0,F,Biology,Senior,106.0,9.0,B,Kinesthetic,In-person,Slow,Evening,Audio,17.0,Medium,79.0,Medium,Advanced,C
ID_314,20.0,M,Engineering,Freshman,101.0,8.6,A,Reading/Writing,Hybrid,Slow,Afternoon,Text,19.0,High,80.0,High,Advanced,D
ID_309,18.0,M,Chemistry,Sophomore,67.0,7.8,D,Visual,Hybrid,Slow,Afternoon,Interactive,6.0,Medium,96.0,High,Intermediate,A
ID_342,20.0,M,Chemistry,Sophomore,94.0,5.4,D,Visual,Hybrid,Fast,Evening,Text,15.0,Medium,62.0,High,Advanced,B
ID_301,20.0,M,Engineering,Freshman,104.0,6.5,A,Kinesthetic,Online,Fast,Afternoon,Audio,18.0,High,90.0,Low,Intermediate,A
ID_305,20.0,M,Biology,Sophomore,74.0,8.6,B,Visual,In-person,Average,Evening,Video,14.0,High,54.0,Medium,Intermediate,C
ID_283,22.0,F,Chemistry,Freshman,95.0,7.1,F,Kinesthetic,Hybrid,Slow,Evening,Audio,13.0,Low,94.0,High,Intermediate,C
ID_75,24.0,F,Mathematics,Junior,88.0,7.3,B,Auditory,In-person,Average,Afternoon,Audio,14.0,High,84.0,High,Advanced,A
ID_462,19.0,M,Engineering,Junior,114.0,5.3,B,Reading/Writing,Hybrid,Fast,Afternoon,Interactive,18.0,High,92.0,Low,Advanced,D
ID_380,20.0,M,Literature,Senior,106.0,5.8,D,Kinesthetic,Hybrid,Slow,Evening,Text,7.0,High,88.0,High,Beginner,F
ID_329,21.0,F,Biology,Sophomore,115.0,7.9,A,Visual,Hybrid,Fast,Afternoon,Interactive,6.0,Low,57.0,High,Advanced,F
ID_487,20.0,F,Biology,Sophomore,73.0,9.0,B,Visual,In-person,Slow,Morning,Video,17.0,Low,78.0,Medium,Intermediate,A
ID_100,24.0,M,Chemistry,Senior,103.0,5.4,F,Reading/Writing,In-person,Fast,Evening,Text,10.0,Medium,58.0,Medium,Advanced,F
ID_41,23.0,F,Engineering,Freshman,88.0,7.4,F,Kinesthetic,Hybrid,Fast,Morning,Interactive,17.0,High,76.0,High,Advanced,A
ID_247,19.0,M,Biology,Freshman,81.0,5.2,B,Kinesthetic,In-person,Slow,Evening,Interactive,7.0,High,73.0,Medium,Intermediate,D
ID_27,21.0,F,Engineering,Senior,111.0,7.4,D,Reading/Writing,Online,Fast,Evening,Audio,19.0,High,88.0,High,Beginner,C
ID_67,19.0,F,Engineering,Freshman,103.0,6.7,C,Visual,Online,Slow,Evening,Video,8.0,Low,87.0,Low,Beginner,F
ID_243,21.0,F,Biology,Freshman,77.0,5.6,B,Auditory,Hybrid,Slow,Evening,Audio,8.0,High,83.0,Low,Beginner,C
ID_499,19.0,F,Biology,Junior,100.0,5.7,B,Reading/Writing,Hybrid,Fast,Afternoon,Audio,10.0,High,67.0,Medium,Advanced,C
ID_25,22.0,F,Engineering,Senior,88.0,5.9,D,Kinesthetic,Hybrid,Average,Morning,Text,12.0,High,82.0,Low,Advanced,C
ID_21,23.0,M,Literature,Sophomore,98.0,6.6,A,Auditory,Hybrid,Fast,Evening,Video,6.0,High,92.0,Low,Intermediate,D
ID_416,20.0,F,Literature,Junior,71.0,8.0,D,Reading/Writing,Hybrid,Fast,Evening,Video,13.0,Medium,154.00091969561862,Medium,Intermediate,F
ID_72,24.0,M,Engineering,Freshman,105.0,7.1,D,Reading/Writing,Online,Fast,Morning,Interactive,6.0,Low,51.0,Low,Beginner,D
ID_19,19.0,F,Mathematics,Senior,72.0,6.6,F,Reading/Writing,Online,Average,Afternoon,Interactive,16.0,Medium,79.0,Medium,Advanced,B
ID_13,20.0,M,Chemistry,Senior,105.0,8.3,B,Auditory,In-person,Average,Morning,Video,15.0,Medium,72.0,High,Beginner,A
ID_406,20.0,F,Chemistry,Junior,94.0,8.4,C,Auditory,Online,Slow,Evening,Text,19.0,Medium,87.0,Medium,Beginner,B
ID_296,20.0,M,Literature,Freshman,110.0,7.0,C,Visual,Hybrid,Fast,Afternoon,Text,6.0,High,91.0,High,Beginner,F
ID_246,18.0,M,Biology,Junior,78.0,6.8,B,Visual,In-person,Fast,Morning,Audio,8.0,Low,55.0,Medium,Beginner,B
ID_92,19.0,F,Mathematics,Freshman,79.0,8.6,B,Auditory,Online,Fast,Evening,Audio,5.0,Medium,65.0,Medium,Beginner,A
ID_407,18.0,F,Engineering,Sophomore,65.0,7.9,C,Auditory,Online,Fast,Evening,Video,9.0,Low,95.0,Medium,Advanced,B
ID_222,20.0,F,Chemistry,Sophomore,71.0,8.1,D,Reading/Writing,Online,Fast,Afternoon,Interactive,14.0,Medium,85.0,Medium,Advanced,C
ID_118,22.0,M,Chemistry,Junior,67.0,5.5,B,Reading/Writing,In-person,Fast,Morning,Audio,15.0,High,97.0,Medium,Intermediate,B
ID_249,21.0,F,Mathematics,Freshman,91.0,5.2,A,Auditory,Online,Fast,Evening,Interactive,14.0,Medium,72.0,High,Intermediate,F
ID_419,22.0,M,Chemistry,Sophomore,112.0,5.0,B,Reading/Writing,Online,Average,Evening,Audio,13.0,High,92.0,Medium,Intermediate,B
ID_359,22.0,M,Mathematics,Sophomore,75.0,5.2,D,Reading/Writing,In-person,Fast,Morning,Interactive,5.0,High,51.0,High,Intermediate,B
ID_284,21.0,M,Mathematics,Sophomore,117.0,5.9,B,Reading/Writing,Hybrid,Fast,Morning,Audio,11.0,Medium,89.0,High,Advanced,A
ID_260,19.0,M,Chemistry,Senior,74.0,9.0,B,Auditory,Hybrid,Fast,Morning,Video,8.0,Low,52.0,Medium,Beginner,F
ID_357,20.0,M,Biology,Freshman,113.0,7.6,F,Reading/Writing,Online,Slow,Afternoon,Audio,15.0,High,57.0,Medium,Beginner,A
ID_455,18.0,M,Chemistry,Sophomore,97.0,7.5,F,Auditory,In-person,Average,Morning,Video,9.0,Medium,55.0,High,Advanced,D
ID_247,19.0,M,Biology,Freshman,81.0,5.2,B,Kinesthetic,In-person,Slow,Evening,Interactive,7.0,High,73.0,Medium,Intermediate,D
ID_133,18.0,F,Mathematics,Sophomore,97.0,5.8,F,Visual,In-person,Fast,Afternoon,Video,6.0,High,94.0,Low,Advanced,C
ID_37,19.0,F,Biology,Junior,76.0,6.5,A,Reading/Writing,Hybrid,Slow,Afternoon,Text,16.0,Low,56.0,High,Intermediate,F
ID_351,23.0,M,Biology,Senior,82.0,7.5,C,Visual,In-person,Fast,Evening,Audio,19.0,High,56.0,Low,Beginner,B
ID_495,19.0,M,Literature,Junior,109.0,8.4,F,Auditory,Online,Fast,Morning,Text,18.0,Medium,50.0,Medium,Beginner,D
ID_109,24.0,F,Literature,Sophomore,113.0,5.1,B,Kinesthetic,In-person,Slow,Afternoon,Video,7.0,High,67.0,Medium,Intermediate,C
ID_231,20.0,M,Mathematics,Junior,114.0,8.9,B,Auditory,In-person,Average,Evening,Video,11.0,High,57.0,High,Intermediate,F
ID_475,23.0,F,Mathematics,Freshman,108.0,8.1,B,Kinesthetic,Hybrid,Fast,Afternoon,Video,17.0,High,87.0,Medium,Intermediate,C
ID_274,23.0,F,Biology,Senior,103.0,7.9,F,Kinesthetic,In-person,Average,Afternoon,Video,18.0,High,56.0,Low,Beginner,D
ID_252,19.0,M,Literature,Senior,118.0,6.0,D,Reading/Writing,Online,Fast,Afternoon,Video,15.0,Medium,74.0,Low,Intermediate,B
ID_10,20.0,F,Engineering,Sophomore,82.0,8.0,C,Auditory,Hybrid,Fast,Morning,Audio,18.0,Low,90.0,High,Intermediate,D
ID_34,20.0,M,Chemistry,Sophomore,70.0,6.9,D,Auditory,Hybrid,Slow,Evening,Audio,12.0,High,96.0,Low,Intermediate,A
ID_14,22.0,F,Mathematics,Sophomore,93.0,5.5,C,Visual,In-person,Slow,Evening,Text,16.0,Low,72.0,Medium,Beginner,A
ID_437,19.0,M,Engineering,Sophomore,97.0,8.0,C,Kinesthetic,In-person,Fast,Evening,Text,8.0,Medium,98.0,Low,Intermediate,B
ID_126,21.0,M,Mathematics,Senior,97.0,5.4,C,Kinesthetic,In-person,Average,Morning,Text,9.0,Low,142.3050434271669,Low,Beginner,C
ID_466,22.0,F,Engineering,Sophomore,69.0,7.4,D,Kinesthetic,Hybrid,Slow,Morning,Text,10.0,Medium,63.0,Medium,Intermediate,F
ID_256,18.0,M,Mathematics,Freshman,110.0,5.4,A,Kinesthetic,Hybrid,Slow,Evening,Audio,8.0,Medium,60.0,Medium,Intermediate,B
ID_260,19.0,M,Chemistry,Senior,74.0,9.0,B,Auditory,Hybrid,Fast,Morning,Video,8.0,Low,52.0,Medium,Beginner,F
ID_492,22.0,F,Mathematics,Senior,85.0,8.1,C,Auditory,Online,Fast,Afternoon,Interactive,9.0,High,90.0,Medium,Advanced,B
ID_158,24.0,F,Literature,Sophomore,92.0,7.8,C,Visual,Online,Slow,Evening,Video,9.0,Medium,97.0,High,Advanced,A
ID_461,24.0,M,Biology,Senior,60.0,7.6,B,Visual,Hybrid,Average,Morning,Video,12.0,High,99.0,Medium,Intermediate,D
ID_333,23.0,F,Mathematics,Junior,61.0,8.8,C,Auditory,Hybrid,Slow,Afternoon,Audio,6.0,High,62.0,Medium,Intermediate,D
ID_471,21.0,M,Chemistry,Sophomore,85.0,7.0,D,Reading/Writing,Online,Fast,Morning,Video,8.0,High,55.0,High,Advanced,C
ID_186,24.0,M,Mathematics,Freshman,62.0,6.4,C,Kinesthetic,Hybrid,Average,Afternoon,Audio,14.0,High,74.0,Low,Beginner,F
ID_3,22.0,M,Engineering,Freshman,65.0,7.3,F,Reading/Writing,Online,Fast,Morning,Interactive,17.0,High,93.0,High,Beginner,D
ID_9,19.0,F,Literature,Sophomore,117.0,8.2,F,Kinesthetic,Hybrid,Average,Morning,Text,19.0,Low,74.0,High,Advanced,A
ID_124,18.0,F,Biology,Senior,106.0,9.0,B,Kinesthetic,In-person,Slow,Evening,Audio,17.0,Medium,79.0,Medium,Advanced,C
ID_401,22.0,F,Engineering,Freshman,79.0,5.5,A,Reading/Writing,Online,Fast,Evening,Text,17.0,Medium,71.0,High,Advanced,A
ID_241,23.0,F,Literature,Freshman,110.0,7.5,C,Visual,In-person,Slow,Evening,Interactive,7.0,High,76.0,Medium,Intermediate,A
ID_441,20.0,F,Chemistry,Freshman,111.0,6.3,A,Kinesthetic,Online,Slow,Evening,Video,6.0,Low,91.0,Low,Intermediate,D
ID_433,18.0,M,Literature,Junior,102.0,7.2,C,Visual,In-person,Average,Evening,Interactive,6.0,High,98.0,Medium,Advanced,F
ID_343,20.0,F,Biology,Freshman,96.0,7.6,C,Reading/Writing,In-person,Fast,Morning,Audio,12.0,Low,50.0,Medium,Beginner,B
ID_333,23.0,F,Mathematics,Junior,61.0,8.8,C,Auditory,Hybrid,Slow,Afternoon,Audio,6.0,High,62.0,Medium,Intermediate,D
ID_467,21.0,M,Mathematics,Senior,89.0,7.7,B,Reading/Writing,Hybrid,Fast,Morning,Text,12.0,Medium,58.0,Low,Intermediate,B
ID_257,18.0,F,Biology,Freshman,94.0,7.8,D,Kinesthetic,Hybrid,Slow,Evening,Video,13.0,Medium,75.0,Medium,Beginner,B
ID_459,22.0,M,Engineering,Junior,106.0,7.4,A,Auditory,Online,Average,Evening,Audio,9.0,High,95.0,High,Intermediate,F
ID_251,24.0,F,Literature,Senior,100.0,8.9,F,Reading/Writing,Online,Average,Evening,Video,9.0,Low,78.0,High,Beginner,F
ID_144,19.0,M,Engineering,Junior,105.0,7.6,A,Visual,Online,Fast,Morning,Video,18.0,Low,64.0,Medium,Advanced,C
ID_431,22.0,F,Literature,Freshman,115.0,6.4,F,Auditory,Online,Average,Morning,Audio,11.0,Low,91.0,Medium,Advanced,B
ID_60,21.0,F,Biology,Sophomore,94.0,6.2,A,Kinesthetic,In-person,Fast,Evening,Text,18.0,Medium,90.0,High,Advanced,D
ID_356,18.0,F,Literature,Junior,62.0,8.1,A,Reading/Writing,In-person,Slow,Afternoon,Interactive,5.0,High,63.0,High,Intermediate,A
ID_114,21.0,F,Literature,Sophomore,67.0,6.6,B,Kinesthetic,Hybrid,Average,Evening,Video,18.0,High,70.0,Low,Advanced,F
ID_58,21.0,F,Chemistry,Freshman,74.0,6.0,B,Visual,Hybrid,Fast,Afternoon,Text,11.0,Medium,66.0,Low,Beginner,B
ID_70,24.0,F,Mathematics,Senior,67.0,7.7,B,Visual,In-person,Slow,Afternoon,Video,15.077775556693336,Low,60.0,High,Beginner,C
ID_329,21.0,F,Biology,Sophomore,115.0,7.9,A,Visual,Hybrid,Fast,Afternoon,Interactive,6.0,Low,57.0,High,Advanced,F
ID_496,23.0,M,Engineering,Senior,65.0,6.5,B,Auditory,In-person,Slow,Afternoon,Text,11.0,High,80.0,Low,Intermediate,D
ID_183,23.0,F,Chemistry,Sophomore,108.0,5.1,A,Kinesthetic,In-person,Average,Morning,Interactive,15.0,Medium,75.0,Low,Beginner,F
ID_73,21.0,M,Chemistry,Junior,167.8309785214064,7.8,A,Kinesthetic,In-person,Slow,Morning,Audio,19.0,High,89.0,High,Intermediate,A
ID_294,23.0,M,Mathematics,Senior,101.0,8.4,C,Visual,Online,Average,Afternoon,Audio,13.0,Low,90.0,Medium,Beginner,F
ID_330,18.0,F,Literature,Junior,98.0,5.3,C,Reading/Writing,Online,Average,Morning,Video,15.0,Low,64.0,Low,Advanced,C
ID_130,18.0,F,Engineering,Sophomore,84.0,5.3,B,Visual,Online,Slow,Evening,Audio,18.0,High,53.0,High,Advanced,A
ID_219,18.0,M,Literature,Junior,70.0,8.7,D,Auditory,Online,Fast,Morning,Interactive,9.0,Low,98.0,High,Intermediate,A
ID_68,21.0,M,Literature,Freshman,75.0,5.5,D,Reading/Writing,Online,Slow,Afternoon,Text,17.0,Low,55.0,Low,Intermediate,C
ID_423,22.0,M,Chemistry,Sophomore,102.0,5.4,B,Auditory,Online,Average,Morning,Audio,13.0,High,91.0,Low,Advanced,A
ID_51,22.0,F,Mathematics,Junior,64.0,6.0,D,Reading/Writing,In-person,Slow,Evening,Video,17.0,High,94.0,Medium,Beginner,B
ID_10,20.0,F,Engineering,Sophomore,82.0,8.0,C,Auditory,Hybrid,Fast,Morning,Audio,18.0,Low,90.0,High,Intermediate,D
ID_256,18.0,M,Mathematics,Freshman,110.0,5.4,A,Kinesthetic,Hybrid,Slow,Evening,Audio,8.0,Medium,60.0,Medium,Intermediate,B
ID_182,21.0,M,Biology,Freshman,103.0,7.8,D,Reading/Writing,Hybrid,Slow,Evening,Video,16.0,Medium,63.0,High,Intermediate,A
ID_343,20.0,F,Biology,Freshman,96.0,7.6,C,Reading/Writing,In-person,Fast,Morning,Audio,12.0,Low,50.0,Medium,Beginner,B
ID_10,20.0,F,Engineering,Sophomore,82.0,8.0,C,Auditory,Hybrid,Fast,Morning,Audio,18.0,Low,90.0,High,Intermediate,D
ID_361,23.0,M,Biology,Sophomore,88.0,8.2,A,Visual,Hybrid,Slow,Morning,Video,16.0,Low,86.0,High,Intermediate,C
ID_149,22.0,F,Mathematics,Sophomore,81.0,9.0,D,Auditory,Hybrid,Fast,Afternoon,Audio,18.0,Low,62.0,High,Intermediate,D
ID_20,21.0,M,Engineering,Junior,100.0,7.8,D,Visual,In-person,Slow,Morning,Video,17.0,High,62.0,Low,Intermediate,D
ID_128,20.0,M,Biology,Freshman,70.0,7.3,F,Auditory,Hybrid,Fast,Afternoon,Interactive,8.0,Low,80.0,High,Beginner,D
ID_85,23.0,M,Mathematics,Junior,88.0,8.3,A,Kinesthetic,In-person,Slow,Evening,Text,14.0,Medium,85.0,Medium,Intermediate,F
ID_317,18.0,F,Engineering,Senior,73.0,7.6,D,Auditory,Hybrid,Average,Afternoon,Interactive,7.0,High,72.0,High,Beginner,D
ID_196,23.0,M,Engineering,Junior,109.0,7.0,F,Kinesthetic,Hybrid,Slow,Morning,Text,15.0,Medium,88.0,Low,Intermediate,A
ID_51,22.0,F,Mathematics,Junior,64.0,6.0,D,Reading/Writing,In-person,Slow,Evening,Video,17.0,High,94.0,Medium,Beginner,B
ID_380,20.0,M,Literature,Senior,106.0,5.8,D,Kinesthetic,Hybrid,Slow,Evening,Text,7.0,High,88.0,High,Beginner,F
ID_490,24.0,M,Mathematics,Junior,64.0,6.7,A,Auditory,Online,Slow,Afternoon,Interactive,9.0,Medium,158.30897724444864,Medium,Intermediate,C
ID_488,18.0,F,Engineering,Sophomore,256.5776141102808,8.7,C,Kinesthetic,In-person,Average,Afternoon,Interactive,15.0,Medium,71.0,High,Advanced,D
ID_341,20.0,M,Literature,Senior,61.0,5.7,A,Auditory,Hybrid,Average,Evening,Interactive,19.0,Low,98.0,High,Advanced,F
ID_330,18.0,F,Literature,Junior,98.0,5.3,C,Reading/Writing,Online,Average,Morning,Video,15.0,Low,64.0,Low,Advanced,C
ID_431,22.0,F,Literature,Freshman,115.0,6.4,F,Auditory,Online,Average,Morning,Audio,11.0,Low,91.0,Medium,Advanced,B
ID_425,20.0,F,Mathematics,Junior,84.0,8.2,A,Kinesthetic,Hybrid,Average,Afternoon,Interactive,14.0,High,85.0,Low,Beginner,D
ID_486,23.0,M,Mathematics,Sophomore,75.0,7.9,B,Kinesthetic,Hybrid,Slow,Evening,Interactive,11.0,Low,79.0,High,Beginner,D
ID_248,21.0,M,Engineering,Junior,96.0,9.0,C,Kinesthetic,Online,Fast,Morning,Interactive,17.0,Medium,67.0,Low,Beginner,A
ID_384,23.0,F,Mathematics,Freshman,108.0,8.3,C,Reading/Writing,Hybrid,Fast,Evening,Text,10.0,Low,66.0,Medium,Advanced,B
ID_415,23.0,M,Mathematics,Junior,73.0,7.5,C,Kinesthetic,In-person,Slow,Afternoon,Audio,15.0,Low,53.0,Medium,Intermediate,B
ID_211,23.0,M,Chemistry,Freshman,117.0,5.7,B,Kinesthetic,Hybrid,Fast,Evening,Audio,18.0,Low,73.0,Medium,Intermediate,D
ID_79,21.0,F,Biology,Senior,86.0,8.2,C,Kinesthetic,Hybrid,Fast,Morning,Video,8.0,Low,67.0,Low,Intermediate,D
ID_212,20.0,M,Chemistry,Sophomore,81.0,7.8,B,Visual,Online,Fast,Evening,Audio,15.0,Medium,90.0,Low,Intermediate,F
ID_276,21.0,F,Chemistry,Senior,119.0,5.0,D,Auditory,In-person,Slow,Evening,Video,17.0,Medium,94.0,Medium,Intermediate,B
ID_329,21.0,F,Biology,Sophomore,115.0,7.9,A,Visual,Hybrid,Fast,Afternoon,Interactive,6.0,Low,57.0,High,Advanced,F
ID_451,19.0,F,Engineering,Sophomore,114.0,6.6,F,Auditory,Online,Fast,Evening,Video,8.0,High,67.0,Low,Advanced,D
ID_320,24.0,M,Mathematics,Freshman,96.0,7.5,D,Auditory,Hybrid,Fast,Afternoon,Interactive,19.0,Medium,63.0,High,Advanced,A
ID_335,22.0,F,Engineering,Senior,65.0,6.4,D,Auditory,Hybrid,Slow,Evening,Interactive,16.0,High,83.0,Low,Beginner,F
ID_108,19.0,M,Literature,Freshman,81.0,5.4,B,Kinesthetic,In-person,Fast,Afternoon,Video,14.0,High,89.0,High,Advanced,F
ID_439,23.0,F,Biology,Freshman,82.0,8.8,F,Visual,Hybrid,Slow,Evening,Text,10.0,Low,92.0,Medium,Advanced,C
ID_468,19.0,M,Biology,Senior,109.0,8.2,F,Visual,In-person,Average,Afternoon,Audio,10.0,Low,96.0,Medium,Intermediate,B
ID_467,21.0,M,Mathematics,Senior,89.0,7.7,B,Reading/Writing,Hybrid,Fast,Morning,Text,12.0,Medium,58.0,Low,Intermediate,B
ID_330,18.0,F,Literature,Junior,98.0,5.3,C,Reading/Writing,Online,Average,Morning,Video,15.0,Low,64.0,Low,Advanced,C
ID_329,21.0,F,Biology,Sophomore,115.0,7.9,A,Visual,Hybrid,Fast,Afternoon,Interactive,6.0,Low,57.0,High,Advanced,F
ID_108,19.0,M,Literature,Freshman,81.0,5.4,B,Kinesthetic,In-person,Fast,Afternoon,Video,14.0,High,89.0,High,Advanced,F
ID_197,21.0,M,Chemistry,Junior,71.0,9.0,F,Reading/Writing,Hybrid,Average,Evening,Interactive,15.0,Medium,77.0,High,Beginner,F
ID_268,20.0,M,Chemistry,Sophomore,117.0,8.5,D,Kinesthetic,In-person,Average,Evening,Audio,17.0,High,79.0,Medium,Intermediate,F
ID_145,18.0,F,Engineering,Junior,91.0,7.1,C,Visual,Online,Fast,Morning,Interactive,11.0,Medium,67.0,High,Intermediate,D
ID_181,22.0,M,Chemistry,Freshman,114.0,8.1,A,Visual,Hybrid,Average,Evening,Text,13.0,High,78.0,Medium,Advanced,C
ID_439,23.0,F,Biology,Freshman,82.0,8.8,F,Visual,Hybrid,Slow,Evening,Text,10.0,Low,92.0,Medium,Advanced,C
ID_315,21.0,M,Biology,Senior,103.0,6.8,D,Auditory,In-person,Slow,Morning,Video,11.0,Medium,66.0,Low,Beginner,B
ID_302,19.0,M,Mathematics,Freshman,77.0,6.6,C,Auditory,In-person,Slow,Afternoon,Audio,15.0,Low,66.0,Medium,Beginner,B
ID_40,24.0,M,Chemistry,Sophomore,87.0,7.1,D,Kinesthetic,Online,Average,Evening,Text,14.0,Low,69.0,High,Advanced,B
ID_109,24.0,F,Literature,Sophomore,113.0,5.1,B,Kinesthetic,In-person,Slow,Afternoon,Video,7.0,High,67.0,Medium,Intermediate,C
ID_167,24.0,M,Literature,Freshman,111.0,8.7,F,Kinesthetic,Online,Slow,Morning,Interactive,13.0,High,85.0,Low,Advanced,F
ID_415,23.0,M,Mathematics,Junior,73.0,7.5,C,Kinesthetic,In-person,Slow,Afternoon,Audio,15.0,Low,53.0,Medium,Intermediate,B
ID_13,20.0,M,Chemistry,Senior,105.0,8.3,B,Auditory,In-person,Average,Morning,Video,15.0,Medium,72.0,High,Beginner,A
ID_84,23.0,M,Engineering,Senior,62.0,7.4,C,Auditory,Hybrid,Average,Afternoon,Video,7.0,High,50.0,Low,Intermediate,F
ID_428,21.0,F,Engineering,Sophomore,116.0,7.9,A,Visual,In-person,Slow,Morning,Audio,13.0,Low,83.0,High,Advanced,D
ID_37,19.0,F,Biology,Junior,76.0,6.5,A,Reading/Writing,Hybrid,Slow,Afternoon,Text,16.0,Low,56.0,High,Intermediate,F
ID_237,19.0,F,Mathematics,Senior,114.0,6.8,D,Visual,In-person,Fast,Evening,Video,16.0,Low,66.0,Medium,Beginner,C
ID_202,18.0,M,Biology,Senior,79.0,8.3,C,Reading/Writing,Hybrid,Slow,Morning,Audio,19.0,Medium,67.0,Low,Advanced,B
